answer|answerValue|victory|guesses|values|rounds
phony|5563|true|cares, ponty, piony, phony|11687, 7181, 6458, 5563|4
photo|4412|true|cares, ponty, plotz, photo|11687, 7181, 4211, 0|4
piano|5546|true|cares, goaty, piano|11687, 7373, 5546|3
picky|5257|true|cares, pocky, picky|11687, 6047, 5257|3
piece|6154|true|cares, blech, piece|11687, 4113, 0|3
piety|6347|true|cares, goety, piety|11687, 6889, 6347|3
piggy|5181|true|cares, ponty, pigmy, piggy|11687, 7181, 5152, 0|4
pilot|5356|true|cares, ponty, pilot|11687, 7181, 5356|3
pinch|4761|true|cares, poncy, pinch|11687, 6707, 4761|3
piney|7999|true|cares, boney, piney|11687, 8870, 7999|3
pinky|5912|true|cares, ponty, pinky|11687, 7181, 5912|3
pinto|5173|true|cares, ponty, pinto|11687, 7181, 5173|3
piper|6538|true|cares, boner, piler, piker, piper|11687, 8090, 7076, 6400, 6538|5
pique|5029|true|cares, boite, minke, vilde, pixie, pique|11687, 7757, 5992, 5316, 5715, 5029|6
pitch|4385|true|cares, poncy, pilch, pitch|11687, 6707, 4618, 4385|4
pithy|5241|true|cares, ponty, pithy|11687, 7181, 5241|3
pivot|4685|true|cares, ponty, pilot, pivot|11687, 7181, 5356, 4685|4
pixel|6008|true|cares, boney, piled, pixel|11687, 8870, 7132, 6008|4
pixie|5715|true|cares, boite, minke, vilde, pixie|11687, 7757, 5992, 5316, 5715|5
pizza|3629|true|cares, gonia, milpa, pizza|11687, 6013, 4557, 0|4
place|5953|true|cares, place|11687, 5953|2
plaid|5423|true|cares, goaty, bland, plaid|11687, 7373, 5436, 5423|4
plain|5142|true|cares, goaty, bland, plain|11687, 7373, 5436, 5142|4
plait|5462|true|cares, goaty, hiant, plait|11687, 7373, 5636, 5462|4
plane|6360|true|cares, poake, plate, plane|11687, 7423, 6427, 6360|4
plank|4786|true|cares, goaty, bland, plank|11687, 7373, 5436, 4786|4
plant|5394|true|cares, goaty, hiant, plant|11687, 7373, 5636, 5394|4
plate|6427|true|cares, poake, plate|11687, 7423, 6427|3
plaza|4334|true|cares, goaty, bland, ulama, alapa, plaza|11687, 7373, 5436, 0, 4533, 4334|6
plead|5138|true|cares, zoeal, bleat, plead|11687, 5411, 5258, 5138|4
pleat|5177|true|cares, zoeal, bleat, pleat|11687, 5411, 5258, 5177|4
plied|6804|true|cares, boney, piled, plied|11687, 8870, 7132, 6804|4
plier|6748|true|cares, boner, piler, plier|11687, 8090, 7076, 6748|4
pluck|3668|true|cares, poncy, pilch, pluck|11687, 6707, 4618, 3668|4
plumb|3273|true|cares, ponty, pulik, plumb|11687, 7181, 4744, 3273|4
plume|5149|true|cares, boite, munge, plume|11687, 7757, 5721, 5149|4
plump|3406|true|cares, ponty, pulik, plumb, plump|11687, 7181, 4744, 3273, 3406|5
plunk|4075|true|cares, ponty, plink, plunk|11687, 7181, 4560, 4075|4
plush|3929|true|cares, bousy, giust, plush|11687, 6641, 4837, 3929|4
poesy|6787|true|cares, poesy|11687, 6787|2
point|6643|true|cares, ponty, point|11687, 7181, 6643|3
poise|7326|true|cares, poise|11687, 7326|2
poker|7190|false|cares, boner, goier, poler, porer, power|11687, 8090, 7975, 7866, 8267, 7203|6
polar|6458|true|cares, bolar, polar|11687, 6539, 6458|3
polka|5638|true|cares, gonia, doula, polka|11687, 6013, 5680, 5638|4
polyp|4650|true|cares, ponty, polyp|11687, 7181, 0|3
pooch|5685|true|cares, poncy, pouch, potch, pooch|11687, 6707, 5280, 5175, 5685|5
poppy|5931|false|cares, ponty, podgy, pozzy, polly, poopy|11687, 7181, 6005, 0, 6934, 6746|6
porch|5809|true|cares, porch|11687, 5809|2
poser|7519|true|cares, poser|11687, 7519|2
posit|6007|true|cares, bosky, posit|11687, 6293, 6007|3
posse|6622|true|cares, bosie, moste, posse|11687, 7054, 6771, 0|4
pouch|5280|true|cares, poncy, pouch|11687, 6707, 5280|3
pound|6119|true|cares, ponty, poind, pound|11687, 7181, 6604, 6119|4
pouty|6910|true|cares, ponty, pouty|11687, 7181, 6910|3
power|7203|true|cares, boner, goier, poler, porer, power|11687, 8090, 7975, 7866, 8267, 7203|6
prank|5093|true|cares, praty, prank|11687, 6453, 5093|3
prawn|4564|true|cares, praty, prank, prawn|11687, 6453, 5093, 4564|4
preen|6572|true|cares, pried, proem, pryer, preen|11687, 7111, 6314, 0, 6572|5
press|7948|true|cares, breis, frets, grens, prees, press|11687, 8380, 8031, 7983, 9906, 7948|6
price|6034|true|cares, price|11687, 6034|2
prick|4460|true|cares, pricy, prick|11687, 5753, 4460|3
pride|6011|true|cares, brine, pride|11687, 6522, 6011|3
pried|7111|true|cares, pried|11687, 7111|2
prime|5941|true|cares, brine, pride, prime|11687, 6522, 6011, 5941|4
primo|4442|true|cares, briny, trild, primo|11687, 6241, 5362, 4442|4
print|5475|true|cares, briny, print|11687, 6241, 5475|3
prior|5240|true|cares, briny, trild, primo, prior|11687, 6241, 5362, 4442, 5240|5
prism|4436|true|cares, brosy, grist, prism|11687, 5878, 4944, 4436|4
privy|5392|true|cares, briny, drily, primy, privy|11687, 6241, 5918, 5660, 5392|5
prize|5617|true|cares, brine, pride, prime, prize|11687, 6522, 6011, 5941, 5617|5
probe|5658|true|cares, brine, probe|11687, 6522, 5658|3
prone|6361|true|cares, brine, prone|11687, 6522, 6361|3
prong|4599|true|cares, briny, front, pronk, prong|11687, 6241, 5128, 4787, 4599|5
proof|4383|true|cares, briny, proud, prowl, proto, proof|11687, 6241, 4869, 4230, 4929, 4383|6
prose|6078|true|cares, brise, prose|11687, 6239, 6078|3
proud|4869|true|cares, briny, proud|11687, 6241, 4869|3
prove|5593|true|cares, brine, prole, proke, prore, prove|11687, 6522, 6324, 5949, 6262, 5593|6
prowl|4230|true|cares, briny, proud, prowl|11687, 6241, 4869, 4230|4
proxy|5125|true|cares, briny, truly, grody, frory, proxy|11687, 6241, 5601, 5402, 5714, 5125|6
prude|5526|true|cares, brine, prole, prude|11687, 6522, 6324, 5526|4
prune|5956|true|cares, brine, prone, prune|11687, 6522, 6361, 5956|4
psalm|3810|true|cares, psalm|11687, 3810|2
pubic|3962|true|cares, tonic, pudic, pubic|11687, 5638, 4035, 3962|4
pudgy|5003|true|cares, ponty, pigmy, pudgy|11687, 7181, 5152, 5003|4
puffy|4510|false|cares, ponty, pigmy, puppy, pully, puddy|11687, 7181, 5152, 0, 5932, 5044|6
pulpy|5467|true|cares, ponty, pigmy, puppy, pulpy|11687, 7181, 5152, 0, 5467|5
pulse|5967|true|cares, poise, pulse|11687, 7326, 5967|3
punch|4549|true|cares, poncy, pinch, punch|11687, 6707, 4761, 4549|4
pupal|4665|true|cares, today, binal, fugal, pupal|11687, 6706, 5639, 4407, 4665|5
pupil|4466|true|cares, ponty, pulik, pugil, pupil|11687, 7181, 4744, 4475, 4466|5
puppy|4929|true|cares, ponty, pigmy, puppy|11687, 7181, 5152, 0|4
puree|8326|true|cares, bored, mirex, jurel, puree|11687, 8404, 6469, 6233, 8326|5
purer|7265|true|cares, bored, mirex, jurel, puree, purer|11687, 8404, 6469, 6233, 8326, 7265|6
purge|6180|true|cares, borne, dirke, purge|11687, 7734, 6246, 6180|4
purse|6368|true|cares, torse, birse, purse|11687, 7333, 6661, 6368|4
pushy|4915|true|cares, bosky, misty, pushy|11687, 6293, 5700, 4915|4
putty|5803|true|cares, ponty, putty|11687, 7181, 0|3
pygmy|3861|true|cares, ponty, pigmy, pygmy|11687, 7181, 5152, 0|4
quack|3952|true|cares, poach, diact, black, quack|11687, 5991, 5467, 4460, 3952|5
quail|4687|true|cares, goaty, bland, miaul, quail|11687, 7373, 5436, 5043, 4687|5
quake|5521|true|cares, poake, flake, quake|11687, 7423, 5681, 5521|4
qualm|4174|true|cares, goaty, bland, qualm|11687, 7373, 5436, 4174|4
quark|4260|true|cares, goary, liart, pharm, award, quark|11687, 7207, 5644, 4329, 4440, 4260|6
quart|4868|true|cares, goary, liart, quart|11687, 7207, 5644, 4868|4
quash|4213|true|cares, boast, plash, quash|11687, 6667, 4640, 4213|4
quasi|3995|true|cares, boast, plash, quasi|11687, 6667, 4640, 3995|4
queen|5838|true|cares, boney, limen, wheen, queen|11687, 8870, 6127, 0, 5838|5
queer|6063|true|cares, boner, piler, muter, ruder, queer|11687, 8090, 7076, 6430, 6101, 6063|6
quell|4098|true|cares, goety, bield, whelk, neele, quell|11687, 6889, 5600, 3550, 6170, 4098|6
query|5069|true|cares, fiery, query|11687, 5914, 5069|3
quest|4200|true|cares, poesy, fiest, guest, quest|11687, 6787, 5045, 4852, 4200|5
queue|4962|true|cares, goety, bield, wheep, queen, queue|11687, 6889, 5600, 0, 5838, 4962|6
quick|3726|true|cares, poncy, mulct, quich, quick|11687, 6707, 4676, 3863, 3726|5
quiet|6416|true|cares, boney, piled, quiet|11687, 8870, 7132, 6416|4
quill|4356|true|cares, ponty, build, quill|11687, 7181, 5646, 0|4
quilt|4704|true|cares, ponty, built, guilt, quilt|11687, 7181, 5685, 5356, 4704|5
quirk|4034|true|cares, loury, quirt, quirk|11687, 6408, 4642, 4034|4
quite|5774|true|cares, boite, flite, quite|11687, 7757, 5934, 5774|4
quota|4492|true|cares, gonia, flota, quota|11687, 6013, 4652, 4492|4
quote|5694|true|cares, boite, flote, quote|11687, 7757, 5854, 5694|4
quoth|4257|true|cares, ponty, quoth|11687, 7181, 4257|3
rabbi|4250|true|cares, rainy, rahui, radii, rabbi|11687, 7252, 4203, 0, 4250|5
rabid|5671|true|cares, rainy, rapid, rabid|11687, 7252, 5701, 5671|4
racer|7278|true|cares, raced, racer|11687, 7334, 0|3
radar|5887|true|cares, rainy, ralph, razor, radar|11687, 7252, 5237, 0, 5887|5
radii|5094|true|cares, rainy, rapid, radio, radii|11687, 7252, 5701, 5250, 5094|5
radio|5250|true|cares, rainy, rapid, radio|11687, 7252, 5701, 5250|4
rainy|7252|true|cares, rainy|11687, 7252|2
raise|7250|true|cares, raise|11687, 7250|2
rajah|5095|true|cares, rainy, ralph, rajah|11687, 7252, 5237, 0|4
rally|6858|true|cares, rainy, rawly, rally|11687, 7252, 6195, 0|4
ralph|5237|true|cares, rainy, ralph|11687, 7252, 5237|3
ramen|7177|true|cares, ravey, rated, ramen|11687, 7899, 7613, 7177|4
ranch|5475|true|cares, ranch|11687, 5475|2
randy|6608|true|cares, rainy, randy|11687, 7252, 6608|3
range|6848|true|cares, raine, ranke, range|11687, 7533, 6907, 6848|4
rapid|5701|true|cares, rainy, rapid|11687, 7252, 5701|3
rarer|8191|true|cares, bared, paren, harem, raree, rarer|11687, 8596, 8234, 7355, 9252, 8191|6
raspy|6046|true|cares, raspy|11687, 6046|2
ratio|5512|true|cares, rainy, rapid, ratio|11687, 7252, 5701, 5512|4
ratty|6729|true|cares, rainy, rawly, ratty|11687, 7252, 6195, 0|4
raven|6894|true|cares, ravey, raved, raven|11687, 7899, 7175, 6894|4
rayon|5032|true|cares, rainy, rayon|11687, 7252, 5032|3
razor|5168|true|cares, rainy, ralph, razor|11687, 7252, 5237, 0|4
reach|5218|true|cares, react, reach|11687, 5689, 5218|3
react|5689|true|cares, react|11687, 5689|2
ready|6351|true|cares, ready|11687, 6351|2
realm|5303|true|cares, ready, realo, realm|11687, 6351, 5526, 5303|4
rearm|5241|false|cares, ready, realo, reave, reate, reame|11687, 6351, 5526, 0, 7129, 6562|6
rebar|5117|true|cares, renay, regal, retax, rebar|11687, 6608, 4903, 4645, 5117|5
rebel|6272|true|cares, ropey, riled, rubel, rebel|11687, 7840, 6864, 5775, 6272|5
rebus|7472|true|cares, reins, redos, rebus|11687, 8884, 7892, 7472|4
rebut|4458|true|cares, reify, repot, rebut|11687, 5853, 4835, 4458|4
recap|4491|true|cares, recal, recap|11687, 4920, 4491|3
recur|4419|true|cares, recit, recon, recur|11687, 5069, 4541, 0|4
recut|4514|true|cares, recit, recut|11687, 5069, 4514|3
reedy|5867|true|cares, reify, redly, reedy|11687, 5853, 5666, 0|4
refer|6336|true|cares, ropey, riled, rumen, rewet, refer|11687, 7840, 6864, 5983, 6525, 6336|6
refit|4824|true|cares, reify, refit|11687, 5853, 4824|3
regal|4903|true|cares, renay, regal|11687, 6608, 4903|3
rehab|4039|true|cares, renay, regal, retax, rebar, rehab|11687, 6608, 4903, 4645, 5117, 4039|6
reign|5079|true|cares, reify, reink, reign|11687, 5853, 5262, 5079|4
relax|4878|true|cares, renay, regal, relax|11687, 6608, 4903, 4878|4
relay|6465|true|cares, renay, relay|11687, 6608, 6465|3
relic|4759|true|cares, relic|11687, 4759|2
remit|5193|true|cares, reify, relit, remit|11687, 5853, 5581, 5193|4
renal|5575|true|cares, renay, renal|11687, 6608, 5575|3
renew|6432|true|cares, ropey, riled, rumen, renew|11687, 7840, 6864, 5983, 6432|5
repay|5927|true|cares, renay, relay, repay|11687, 6608, 6465, 5927|4
repel|6302|true|cares, ropey, riped, rupee, repel|11687, 7840, 6326, 0, 6302|5
reply|5623|true|cares, reify, redly, reply|11687, 5853, 5666, 5623|4
rerun|5107|true|cares, derny, heron, rerun|11687, 6662, 5279, 0|4
reset|6841|true|cares, roset, reset|11687, 7346, 0|3
resin|4914|true|cares, resty, resid, resin|11687, 5918, 5195, 4914|4
retch|4402|true|cares, retch|11687, 4402|2
retro|4648|true|cares, reify, repot, retro|11687, 5853, 4835, 0|4
retry|5866|false|cares, reify, redly, rebuy, reney, rekey|11687, 5853, 5666, 5143, 8016, 7197|6
reuse|6068|true|cares, reist, reuse|11687, 5587, 0|3
revel|6169|true|cares, ropey, riled, rubel, revel|11687, 7840, 6864, 5775, 6169|5
revue|5321|true|cares, reify, repot, redux, revue|11687, 5853, 4835, 3629, 5321|5
rhino|4157|true|cares, roily, rhino|11687, 7023, 4157|3
rhyme|4081|true|cares, ronte, rudie, rhyme|11687, 7194, 5555, 4081|4
rider|6313|true|cares, ropey, riled, rider|11687, 7840, 6864, 0|4
ridge|5228|true|cares, ronte, rudie, ridge|11687, 7194, 5555, 5228|4
rifle|5400|true|cares, ronte, rudie, rifle|11687, 7194, 5555, 5400|4
right|3992|true|cares, roily, right|11687, 7023, 3992|3
rigid|4728|true|cares, roily, right, rigid|11687, 7023, 3992, 0|4
rigor|4464|true|cares, roily, rigor|11687, 7023, 0|3
rinse|6054|true|cares, rouse, rinse|11687, 6573, 6054|3
ripen|6045|true|cares, ropey, riped, ripen|11687, 7840, 6326, 6045|4
riper|6270|true|cares, ropey, riped, ripen, riper|11687, 7840, 6326, 6045, 6270|5
risen|6236|true|cares, roset, risen|11687, 7346, 6236|3
riser|6461|true|cares, roset, risen, rises, riser|11687, 7346, 6236, 0, 6461|5
risky|5154|true|cares, rosit, risky|11687, 5739, 5154|3
rival|4476|true|cares, rotan, rumal, rival|11687, 5732, 4547, 4476|4
river|6137|true|cares, ropey, riled, rivet, river|11687, 7840, 6864, 6232, 6137|5
rivet|6232|true|cares, ropey, riled, rivet|11687, 7840, 6864, 6232|4
roach|5723|true|cares, roach|11687, 5723|2
roast|6318|true|cares, roast|11687, 6318|2
robin|5198|true|cares, roily, rozit, robin|11687, 7023, 5279, 5198|4
robot|5310|true|cares, roily, round, rowth, robot|11687, 7023, 5851, 4951, 5310|5
rocky|5779|true|cares, rocky|11687, 5779|2
rodeo|6665|true|cares, ropey, roted, rodeo|11687, 7840, 7421, 0|4
roger|7069|true|cares, ropey, roted, rouen, roger|11687, 7840, 7421, 7245, 7069|5
rogue|5968|true|cares, ronte, roule, rogue|11687, 7194, 6819, 5968|4
roomy|6480|false|cares, roily, roupy, rowdy, rorty, rooky|11687, 7023, 6073, 5610, 7171, 6568|6
roost|6012|true|cares, roist, roust, royst, roost|11687, 6092, 5607, 5017, 6012|5
rotor|5550|true|cares, roily, round, rowth, rotor|11687, 7023, 5851, 4951, 5550|5
rouge|6385|true|cares, ronte, roule, rouge|11687, 7194, 6819, 6385|4
rough|4948|true|cares, roily, round, routh, rough|11687, 7023, 5851, 5486, 4948|5
round|5851|true|cares, roily, round|11687, 7023, 5851|3
rouse|6573|true|cares, rouse|11687, 6573|2
route|6923|true|cares, ronte, route|11687, 7194, 6923|3
rover|6927|false|cares, ropey, roted, rouen, roger, rower|11687, 7840, 7421, 7245, 7069, 6935|6
rowdy|5610|true|cares, roily, roupy, rowdy|11687, 7023, 6073, 5610|4
rower|6935|true|cares, ropey, roted, rouen, roger, rower|11687, 7840, 7421, 7245, 7069, 6935|6
royal|5219|true|cares, rotan, romal, royal|11687, 5732, 5549, 5219|4
ruddy|4776|true|cares, roily, runty, rumpy, ruddy|11687, 7023, 5911, 4811, 4776|5
ruder|6101|true|cares, ropey, riled, ruder|11687, 7840, 6864, 0|4
rugby|4469|false|cares, roily, runty, rumpy, ruddy, ruggy|11687, 7023, 5911, 4811, 4776, 4701|6
ruler|6596|true|cares, ropey, riled, ruler|11687, 7840, 6864, 0|4
rumba|3689|true|cares, rioja, rumba|11687, 4330, 3689|3
rumor|4393|true|cares, roily, rumor|11687, 7023, 0|3
rupee|7119|true|cares, ropey, riped, rupee|11687, 7840, 6326, 0|4
rural|5336|false|cares, moray, buran, dural, aural, fural|11687, 7438, 5713, 5399, 5481, 5337|6
rusty|5421|true|cares, rosit, rusty|11687, 5739, 5421|3
sadly|7561|true|cares, salty, sadly|11687, 8160, 7561|3
safer|8231|false|cares, saner, sager, saber, saser, sawer|11687, 9131, 8459, 8420, 8641, 8325|6
saint|7765|true|cares, salty, saint|11687, 8160, 7765|3
salad|7636|true|cares, salty, salon, salix, salps, salad|11687, 8160, 6948, 6574, 9920, 7636|6
sally|8056|true|cares, salty, sally|11687, 8160, 0|3
salon|6948|true|cares, salty, salon|11687, 8160, 6948|3
salsa|6889|false|cares, salty, salon, salix, salps, salad|11687, 8160, 6948, 6574, 9920, 7636|6
salty|8160|true|cares, salty|11687, 8160|2
salve|7606|false|cares, saine, saute, sable, salle, salse|11687, 8731, 8313, 7769, 8337, 8091|6
salvo|6107|true|cares, salty, salon, salvo|11687, 8160, 6948, 6107|4
sandy|7806|true|cares, salty, sandy|11687, 8160, 7806|3
saner|9131|true|cares, saner|11687, 9131|2
sappy|7053|false|cares, salty, sandy, savoy, sassy, sammy|11687, 8160, 7806, 7282, 7463, 7205|6
sassy|7463|true|cares, salty, sandy, savoy, sassy|11687, 8160, 7806, 7282, 7463|5
satin|6923|true|cares, salty, satin|11687, 8160, 6923|3
satyr|6221|true|cares, sabir, sapor, satyr|11687, 6813, 6635, 6221|4
sauce|7839|true|cares, saice, sauce|11687, 8324, 7839|3
saucy|7558|true|cares, saucy|11687, 7558|2
sauna|7044|true|cares, salty, sapid, sangh, sauna|11687, 8160, 6899, 6609, 7044|5
saute|8313|true|cares, saine, saute|11687, 8731, 8313|3
savor|6502|true|cares, sabir, sapor, savor|11687, 6813, 6635, 6502|4
savoy|7282|true|cares, salty, sandy, savoy|11687, 8160, 7806, 7282|4
savvy|6654|true|cares, salty, sandy, savoy, savvy|11687, 8160, 7806, 7282, 6654|5
scald|5564|true|cares, scaly, scald|11687, 6288, 5564|3
scale|6569|true|cares, scale|11687, 6569|2
scalp|4826|true|cares, scaly, scald, scalp|11687, 6288, 5564, 4826|4
scaly|6288|true|cares, scaly|11687, 6288|2
scamp|4363|false|cares, scaly, scant, scaud, scags, scams|11687, 6288, 5640, 5114, 8183, 8154|6
scant|5640|true|cares, scaly, scant|11687, 6288, 5640|3
scare|6507|true|cares, scare|11687, 6507|2
scarf|4669|true|cares, scary, scart, scarp, scars, scarf|11687, 6226, 5541, 4764, 8555, 4669|6
scary|6226|true|cares, scary|11687, 6226|2
scene|6122|true|cares, scent, scend, scene|11687, 5156, 5117, 0|4
scent|5156|true|cares, scent|11687, 5156|2
scion|4954|true|cares, scody, scion|11687, 5589, 4954|3
scoff|3760|false|cares, scody, scout, scowl, scogs, scops|11687, 5589, 4847, 4169, 7877, 7846|6
scold|5258|true|cares, scody, scold|11687, 5589, 5258|3
scone|6300|true|cares, scone|11687, 6300|2
scoop|4417|false|cares, scody, scout, scowl, scogs, scops|11687, 5589, 4847, 4169, 7877, 7846|6
scope|5798|true|cares, scone, scope|11687, 6300, 5798|3
score|6201|true|cares, score|11687, 6201|2
scorn|4915|true|cares, scorn|11687, 4915|2
scour|4752|true|cares, scour|11687, 4752|2
scout|4847|true|cares, scody, scout|11687, 5589, 4847|3
scowl|4169|true|cares, scody, scout, scowl|11687, 5589, 4847, 4169|4
scram|4969|true|cares, scray, scrat, scran, scram|11687, 6410, 5725, 5405, 4969|5
scrap|4948|true|cares, scray, scrat, scran, scram, scrap|11687, 6410, 5725, 5405, 4969, 4948|6
scree|8099|true|cares, screw, scree|11687, 6234, 0|3
screw|6234|true|cares, screw|11687, 6234|2
scrub|4061|true|cares, scrod, scrim, scrub|11687, 5279, 4770, 4061|4
scrum|4215|true|cares, scrod, scrim, scrum|11687, 5279, 4770, 4215|4
scuba|3990|true|cares, scuta, scuba|11687, 4760, 3990|3
sedan|6163|true|cares, selah, sepad, sedan|11687, 6507, 6401, 6163|4
seedy|7065|false|cares, seity, senvy, sepoy, sesey, seely|11687, 7820, 6771, 6718, 8724, 7458|6
segue|6661|true|cares, seity, segol, segue|11687, 7820, 5694, 0|4
seize|7210|true|cares, seity, seize|11687, 7820, 0|3
semen|7678|true|cares, soled, skiey, squeg, senes, semen|11687, 8852, 7663, 5612, 11543, 7678|6
sense|7537|true|cares, seity, segol, sedum, senes, sense|11687, 7820, 5694, 4973, 11543, 7537|6
sepia|6005|true|cares, seiza, sepia|11687, 6008, 6005|3
serif|6308|true|cares, serin, serif|11687, 6860, 6308|3
serum|5869|true|cares, serin, serow, serum|11687, 6860, 6073, 5869|4
serve|7310|false|cares, serin, serow, serum, seres, serrs|11687, 6860, 6073, 5869, 11801, 10027|6
setup|5214|true|cares, seity, seton, setup|11687, 7820, 6018, 5214|4
seven|7395|false|cares, soled, skiey, squeg, senes, semen|11687, 8852, 7663, 5612, 11543, 7678|6
sever|7620|false|cares, soler, sider, super, serer, sewer|11687, 8796, 7511, 7256, 8692, 7628|6
sewer|7628|true|cares, soler, sider, super, serer, sewer|11687, 8796, 7511, 7256, 8692, 7628|6
shack|5099|true|cares, spacy, slack, shack|11687, 5994, 5309, 5099|4
shade|6650|false|cares, soave, slate, spane, sease, seame|11687, 7997, 7357, 6682, 7977, 7760|6
shady|6369|true|cares, soapy, slaty, shaky, shady|11687, 7982, 7076, 6387, 6369|5
shaft|5412|true|cares, soapy, slaid, shakt, shaft|11687, 7982, 6353, 5702, 5412|5
shake|6668|false|cares, soave, slate, spane, sease, seame|11687, 7997, 7357, 6682, 7977, 7760|6
shaky|6387|true|cares, soapy, slaty, shaky|11687, 7982, 7076, 6387|4
shale|7043|true|cares, soave, slate, shale|11687, 7997, 7357, 7043|4
shall|5729|true|cares, soapy, slaid, shalt, shall|11687, 7982, 6353, 6077, 5729|5
shalt|6077|true|cares, soapy, slaid, shalt|11687, 7982, 6353, 6077|4
shame|6580|false|cares, soave, slate, spane, sease, seame|11687, 7997, 7357, 6682, 7977, 7760|6
shank|5506|true|cares, soapy, slaid, shakt, shank|11687, 7982, 6353, 5702, 5506|5
shape|6578|true|cares, soave, slate, spane, shape|11687, 7997, 7357, 6682, 6578|5
shard|5976|true|cares, snary, slart, shard|11687, 6442, 6225, 5976|4
share|6981|true|cares, soare, share|11687, 8666, 6981|3
shark|5407|true|cares, snary, slart, shard, shark|11687, 6442, 6225, 5976, 5407|5
sharp|5238|true|cares, snary, slart, shard, shark, sharp|11687, 6442, 6225, 5976, 5407, 5238|6
shave|6312|true|cares, soave, suave, slave, shave|11687, 7997, 6995, 6522, 6312|5
shawl|4949|true|cares, soapy, slaid, shaul, shall, shawl|11687, 7982, 6353, 5279, 5729, 4949|6
shear|5802|true|cares, shear|11687, 5802|2
sheen|6985|false|cares, soled, skiey, squeg, senes, semen|11687, 8852, 7663, 5612, 11543, 7678|6
sheep|6528|false|cares, soled, skiey, squeg, senes, semes|11687, 8852, 7663, 5612, 11543, 11012|6
sheer|7210|false|cares, soler, sider, super, serer, sewer|11687, 8796, 7511, 7256, 8692, 7628|6
sheet|7305|false|cares, soled, skiey, squeg, senes, semes|11687, 8852, 7663, 5612, 11543, 11012|6
sheik|5090|true|cares, suety, sield, sheik|11687, 7065, 6449, 5090|4
shelf|4721|true|cares, suety, sield, shelf|11687, 7065, 6449, 4721|4
shell|5245|true|cares, suety, sield, shelf, shell|11687, 7065, 6449, 4721, 5245|5
shied|7524|true|cares, soled, sined, shied|11687, 8852, 8205, 7524|4
shift|5186|true|cares, soily, suint, shift|11687, 8221, 6571, 5186|4
shine|6854|true|cares, sonde, shine|11687, 7895, 6854|3
shiny|6573|true|cares, soily, shiny|11687, 8221, 6573|3
shire|6755|true|cares, shire|11687, 6755|2
shirk|5181|true|cares, spiry, shirt, shirk|11687, 6076, 5789, 5181|4
shirt|5789|true|cares, spiry, shirt|11687, 6076, 5789|3
shoal|5727|true|cares, solan, shoal|11687, 7163, 5727|3
shock|4793|true|cares, souct, shock|11687, 6681, 4793|3
shone|6774|true|cares, sonde, shone|11687, 7895, 6774|3
shook|5060|true|cares, soily, stond, swops, sooks, shook|11687, 8221, 5395, 0, 10095, 5060|6
shoot|5668|true|cares, soily, stond, shout, shott, shoot|11687, 8221, 5395, 5321, 5875, 5668|6
shore|6675|true|cares, shire, shore|11687, 6755, 6675|3
shorn|5389|true|cares, spiry, short, shorn|11687, 6076, 5709, 5389|4
short|5709|true|cares, spiry, short|11687, 6076, 5709|3
shout|5321|true|cares, soily, stond, shout|11687, 8221, 5395, 5321|4
shove|6006|true|cares, sonde, shote, shope, shove|11687, 7895, 6841, 6272, 6006|5
shown|4671|true|cares, soily, stond, shown|11687, 8221, 5395, 4671|4
showy|5676|true|cares, soily, stony, showy|11687, 8221, 6119, 5676|4
shrew|6708|true|cares, sored, siren, shrew|11687, 9253, 8182, 6708|4
shrub|4535|true|cares, surly, sirup, shrug, shrub|11687, 7263, 5563, 4649, 4535|5
shrug|4649|true|cares, surly, sirup, shrug|11687, 7263, 5563, 4649|4
shuck|4388|true|cares, souct, shuck|11687, 6681, 4388|3
shunt|5403|true|cares, soily, shunt|11687, 8221, 5403|3
shush|4649|true|cares, soily, shunt, shush|11687, 8221, 5403, 0|4
shyly|5461|true|cares, soily, sully, slyly, shyly|11687, 8221, 0, 0, 5461|5
siege|7020|true|cares, suety, sield, sieve, siege|11687, 7065, 6449, 0, 7020|5
sieve|6723|true|cares, suety, sield, sieve|11687, 7065, 6449, 0|4
sight|5190|true|cares, soily, sixth, sight|11687, 8221, 5207, 5190|4
sigma|5161|true|cares, softa, signa, sigla, sigma|11687, 6290, 5661, 5624, 5161|5
silky|6699|true|cares, soily, silty, silky|11687, 8221, 7178, 6699|4
silly|7074|true|cares, soily, silly|11687, 8221, 0|3
since|7128|true|cares, sonce, since|11687, 7918, 7128|3
sinew|7345|true|cares, soled, skiey, sinew|11687, 8852, 7663, 7345|4
singe|7064|true|cares, sonde, singe|11687, 7895, 7064|3
siren|8182|true|cares, sored, siren|11687, 9253, 8182|3
sissy|6481|true|cares, soily, sinky, sixty, sissy|11687, 8221, 6842, 6363, 6481|5
sixth|5207|true|cares, soily, sixth|11687, 8221, 5207|3
sixty|6363|true|cares, soily, sinky, sixty|11687, 8221, 6842, 6363|4
skate|6562|true|cares, soave, slate, spate, state, skate|11687, 7997, 7357, 6749, 6773, 6562|6
skier|6883|true|cares, soler, sider, shier, spier, skier|11687, 8796, 7511, 7468, 7070, 6883|6
skiff|3729|true|cares, soily, suint, skimp, skids, skiff|11687, 8221, 6571, 4026, 7887, 3729|6
skill|4918|true|cares, soily, spilt, swill, shill, skill|11687, 8221, 5453, 0, 5503, 4918|6
